CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2015,Biology,Female,35-54,Returner,153.1761380067927
2016,Biology,Female,35-54,Returner,182.77244408360477
2017,Biology,Female,35-54,Returner,191.36324772990878
2011,Business Studies,Female,35-54,Returner,31.438007209306278
2012,Business Studies,Female,35-54,Returner,51.33628479341684
2013,Business Studies,Female,35-54,Returner,62.65145118262809
2014,Business Studies,Female,35-54,Returner,82.52230067387296
2015,Business Studies,Female,35-54,Returner,79.36071368290109
2016,Business Studies,Female,35-54,Returner,61.81707664313471
2017,Business Studies,Female,35-54,Returner,62.85078611199104
2011,Chemistry,Female,35-54,Returner,100.34490107346035
2012,Chemistry,Female,35-54,Returner,90.25634114519691
2013,Chemistry,Female,35-54,Returner,80.75774277532926
2014,Chemistry,Female,35-54,Returner,109.36833351407157
2015,Chemistry,Female,35-54,Returner,161.30848557358408
2016,Chemistry,Female,35-54,Returner,150.54803378614054
2017,Chemistry,Female,35-54,Returner,152.72652352842647
2011,Classics,Female,35-54,Returner,0.3991343101209476
2012,Classics,Female,35-54,Returner,4.511726052598693
2013,Classics,Female,35-54,Returner,3.7777168670401413
2014,Classics,Female,35-54,Returner,3.6953262231277417
2015,Classics,Female,35-54,Returner,1.5373176650714797
2016,Classics,Female,35-54,Returner,0.5665553036799913
2017,Classics,Female,35-54,Returner,0.8695095337990192
2011,Computing,Female,35-54,Returner,40.956240281640476
2012,Computing,Female,35-54,Returner,61.42850381127347
2013,Computing,Female,35-54,Returner,88.97839237761488
2014,Computing,Female,35-54,Returner,105.58235881017427
2015,Computing,Female,35-54,Returner,81.97155722213778
2016,Computing,Female,35-54,Returner,84.11551443576471
2017,Computing,Female,35-54,Returner,67.81731642663394
2011,Design & Technology,Female,35-54,Returner,90.1574037336469
2012,Design & Technology,Female,35-54,Returner,110.5134772212881
2013,Design & Technology,Female,35-54,Returner,122.65016762257851
2014,Design & Technology,Female,35-54,Returner,128.60328927147452
2015,Design & Technology,Female,35-54,Returner,161.12072044655872
2016,Design & Technology,Female,35-54,Returner,139.3630292166518
2017,Design & Technology,Female,35-54,Returner,128.63010997364887
2011,Drama,Female,35-54,Returner,63.01939549143592
2012,Drama,Female,35-54,Returner,65.19876400399218
2013,Drama,Female,35-54,Returner,86.96325510356526
2014,Drama,Female,35-54,Returner,79.28472492270299
2015,Drama,Female,35-54,Returner,64.24369309554513
2016,Drama,Female,35-54,Returner,51.570499564834144
2017,Drama,Female,35-54,Returner,81.7470313880304
2011,English,Female,35-54,Returner,382.79534389374555
2012,English,Female,35-54,Returner,430.53791796647
2013,English,Female,35-54,Returner,516.6569921238765
2014,English,Female,35-54,Returner,543.3859501653337
2015,English,Female,35-54,Returner,486.6729996090544
2016,English,Female,35-54,Returner,464.7983670975366
2017,English,Female,35-54,Returner,496.66563876267776
2011,Food,Female,35-54,Returner,34.44740412066666
2012,Food,Female,35-54,Returner,46.3671159972183
2013,Food,Female,35-54,Returner,23.46874149925059
2014,Food,Female,35-54,Returner,42.020785101321344
2015,Food,Female,35-54,Returner,51.87478127879375
2016,Food,Female,35-54,Returner,35.116247783075806
2017,Food,Female,35-54,Returner,45.69846052744052
2011,Geography,Female,35-54,Returner,63.81198667058304
2012,Geography,Female,35-54,Returner,84.35538738358089
2013,Geography,Female,35-54,Returner,91.36096847109873
2014,Geography,Female,35-54,Returner,111.59473777720353
2015,Geography,Female,35-54,Returner,104.08417921363471
2016,Geography,Female,35-54,Returner,119.7598846553548
2017,Geography,Female,35-54,Returner,127.99158989735395
2011,History,Female,35-54,Returner,69.74439184856254
2012,History,Female,35-54,Returner,113.27985379880536
2013,History,Female,35-54,Returner,91.88377845594368
2014,History,Female,35-54,Returner,94.65104862658718
2015,History,Female,35-54,Returner,105.89162060483858
2016,History,Female,35-54,Returner,94.57527680483689
2017,History,Female,35-54,Returner,89.4256672413076
2011,Mathematics,Female,35-54,Returner,266.4116893187063
2012,Mathematics,Female,35-54,Returner,281.2066301935151
2013,Mathematics,Female,35-54,Returner,284.46337753192665
2014,Mathematics,Female,35-54,Returner,331.8586530266417
2015,Mathematics,Female,35-54,Returner,303.87830027990026
2016,Mathematics,Female,35-54,Returner,281.2598366073905
2017,Mathematics,Female,35-54,Returner,306.0326611229389
2011,Modern Foreign Languages,Female,35-54,Returner,235.2063773661867
2012,Modern Foreign Languages,Female,35-54,Returner,301.7482708139406
2013,Modern Foreign Languages,Female,35-54,Returner,308.5975533968281
2014,Modern Foreign Languages,Female,35-54,Returner,288.5077590445589
2015,Modern Foreign Languages,Female,35-54,Returner,295.678979373915
2016,Modern Foreign Languages,Female,35-54,Returner,300.52363939236886
2017,Modern Foreign Languages,Female,35-54,Returner,350.5546885053761
2011,Music,Female,35-54,Returner,41.471292057536274
2012,Music,Female,35-54,Returner,61.04619341750467
2013,Music,Female,35-54,Returner,54.93620847409592
2014,Music,Female,35-54,Returner,55.07157719303605
2015,Music,Female,35-54,Returner,52.28652576947287
2016,Music,Female,35-54,Returner,64.47372755343306
2017,Music,Female,35-54,Returner,55.146142245599606
2011,Others,Female,35-54,Returner,143.49850876207725
2012,Others,Female,35-54,Returner,149.21104111809822
2013,Others,Female,35-54,Returner,159.3952371960192
2014,Others,Female,35-54,Returner,160.0448497706813
2015,Others,Female,35-54,Returner,162.5751689178445
2016,Others,Female,35-54,Returner,145.50821572967578
2017,Others,Female,35-54,Returner,118.88197593241375
2011,Physical Education,Female,35-54,Returner,56.403472916328504
2012,Physical Education,Female,35-54,Returner,79.97976641367603
2013,Physical Education,Female,35-54,Returner,71.32077881037804
2014,Physical Education,Female,35-54,Returner,67.90763983148484
2015,Physical Education,Female,35-54,Returner,71.97853417853635
2016,Physical Education,Female,35-54,Returner,59.38042146788737
2017,Physical Education,Female,35-54,Returner,93.0312494208292
2011,Physics,Female,35-54,Returner,61.73859821108124
2012,Physics,Female,35-54,Returner,45.38150944921299
2013,Physics,Female,35-54,Returner,51.485836552300604
2014,Physics,Female,35-54,Returner,64.72930558899553
2015,Physics,Female,35-54,Returner,104.5725555435061
2016,Physics,Female,35-54,Returner,99.32532802973405
2017,Physics,Female,35-54,Returner,82.55269494294545
2011,Religious Education,Female,35-54,Returner,60.37590899607058
2012,Religious Education,Female,35-54,Returner,63.582810479026904
2013,Religious Education,Female,35-54,Returner,93.664393363261
2014,Religious Education,Female,35-54,Returner,102.3125395624475
2015,Religious Education,Female,35-54,Returner,72.42206611674662
2016,Religious Education,Female,35-54,Returner,94.24081270609844
2017,Religious Education,Female,35-54,Returner,87.0941460431623
2011,Art & Design,Male,35-54,Returner,20.266246370886076
2012,Art & Design,Male,35-54,Returner,25.435546219113565
2013,Art & Design,Male,35-54,Returner,35.68033877436869
2014,Art & Design,Male,35-54,Returner,33.22386699295333
2015,Art & Design,Male,35-54,Returner,36.55368063157846
2016,Art & Design,Male,35-54,Returner,32.28944887470616
2017,Art & Design,Male,35-54,Returner,25.781582332359935
2011,Biology,Male,35-54,Returner,55.286865993161754
2012,Biology,Male,35-54,Returner,51.53630215295999
2013,Biology,Male,35-54,Returner,67.8928893995101
2014,Biology,Male,35-54,Returner,54.36784231556941
2015,Biology,Male,35-54,Returner,65.54246115059327
2016,Biology,Male,35-54,Returner,65.89257457651678
2017,Biology,Male,35-54,Returner,48.977009626812624
2011,Business Studies,Male,35-54,Returner,29.764659465434118
2012,Business Studies,Male,35-54,Returner,35.135174214736494
2013,Business Studies,Male,35-54,Returner,39.75497967778208
2014,Business Studies,Male,35-54,Returner,64.07895819994884
2015,Business Studies,Male,35-54,Returner,58.544526199666485
2016,Business Studies,Male,35-54,Returner,46.04975114926795
2017,Business Studies,Male,35-54,Returner,68.47713563673084
2011,Chemistry,Male,35-54,Returner,63.32690775868028
2012,Chemistry,Male,35-54,Returner,60.27496072231227
2013,Chemistry,Male,35-54,Returner,65.9091494712711
2014,Chemistry,Male,35-54,Returner,124.60998409057572
2015,Chemistry,Male,35-54,Returner,103.52143316133706
2016,Chemistry,Male,35-54,Returner,90.97888274663404
2017,Chemistry,Male,35-54,Returner,110.95888890380867
2011,Classics,Male,35-54,Returner,2.3021952741119374
2012,Classics,Male,35-54,Returner,0
2013,Classics,Male,35-54,Returner,4.473961802640293
2014,Classics,Male,35-54,Returner,1.5344336057827275
2015,Classics,Male,35-54,Returner,0.2578455750593151
2016,Classics,Male,35-54,Returner,2.916611692780018
2017,Classics,Male,35-54,Returner,0
2011,Computing,Male,35-54,Returner,54.485900557732535
2012,Computing,Male,35-54,Returner,68.79250086364095
2013,Computing,Male,35-54,Returner,78.95562414040842
2014,Computing,Male,35-54,Returner,114.37823942675354
2015,Computing,Male,35-54,Returner,96.55292279688557
2016,Computing,Male,35-54,Returner,99.95793420061355
2017,Computing,Male,35-54,Returner,91.37737645524882
2011,Design & Technology,Male,35-54,Returner,65.96843898333998
2012,Design & Technology,Male,35-54,Returner,69.24715922263692
2013,Design & Technology,Male,35-54,Returner,89.725427942697
2014,Design & Technology,Male,35-54,Returner,104.5232983933098
2015,Design & Technology,Male,35-54,Returner,101.70425606030523
2016,Design & Technology,Male,35-54,Returner,96.39881616031164
2017,Design & Technology,Male,35-54,Returner,91.01613966922602
2011,Drama,Male,35-54,Returner,10.973026100108246
2012,Drama,Male,35-54,Returner,26.05532810381372
2013,Drama,Male,35-54,Returner,25.842637936062182
2014,Drama,Male,35-54,Returner,16.760939818805078
2015,Drama,Male,35-54,Returner,9.659021513628277
2016,Drama,Male,35-54,Returner,17.76844760664852
2017,Drama,Male,35-54,Returner,8.99201942085882
2011,English,Male,35-54,Returner,95.159167939779
2012,English,Male,35-54,Returner,141.44405531787555
2013,English,Male,35-54,Returner,126.39145908420257
2014,English,Male,35-54,Returner,130.59389870280836
2015,English,Male,35-54,Returner,129.79310201752483
2016,English,Male,35-54,Returner,102.9696284608384
2017,English,Male,35-54,Returner,122.99812780400539
2011,Food,Male,35-54,Returner,5.320581511592246
2012,Food,Male,35-54,Returner,2.924580955364136
2013,Food,Male,35-54,Returner,1.948740306098606
2014,Food,Male,35-54,Returner,5.276415256896704
2015,Food,Male,35-54,Returner,5.848672002805302
2016,Food,Male,35-54,Returner,9.56119699065167
2017,Food,Male,35-54,Returner,5.583126241069264
2011,Geography,Male,35-54,Returner,47.941252750760185
2012,Geography,Male,35-54,Returner,61.88504964877523
2013,Geography,Male,35-54,Returner,69.919394969519
2014,Geography,Male,35-54,Returner,90.78359901745539
2015,Geography,Male,35-54,Returner,70.12962347761368
2016,Geography,Male,35-54,Returner,85.59322703647321
2017,Geography,Male,35-54,Returner,95.7417322299771
2011,History,Male,35-54,Returner,49.09173007820425
2012,History,Male,35-54,Returner,51.328469380152384
2013,History,Male,35-54,Returner,59.48000166953673
2014,History,Male,35-54,Returner,68.75234435314809
2015,History,Male,35-54,Returner,56.55639889441071
2016,History,Male,35-54,Returner,78.02554789150557
2017,History,Male,35-54,Returner,77.4801621769736
2011,Mathematics,Male,35-54,Returner,167.01826729819155
2012,Mathematics,Male,35-54,Returner,225.55288997181682
2013,Mathematics,Male,35-54,Returner,217.22308718497658
2014,Mathematics,Male,35-54,Returner,238.90752058118184
2015,Mathematics,Male,35-54,Returner,313.341127472042
2016,Mathematics,Male,35-54,Returner,294.9857551433915
2017,Mathematics,Male,35-54,Returner,300.05718144774943
2011,Modern Foreign Languages,Male,35-54,Returner,38.91965851798769
2012,Modern Foreign Languages,Male,35-54,Returner,41.2503222585798
2013,Modern Foreign Languages,Male,35-54,Returner,51.76710246122501
2014,Modern Foreign Languages,Male,35-54,Returner,62.15288403967869
2015,Modern Foreign Languages,Male,35-54,Returner,56.646788840678994
2016,Modern Foreign Languages,Male,35-54,Returner,62.302809575709375
2017,Modern Foreign Languages,Male,35-54,Returner,54.37840713682928
2011,Music,Male,35-54,Returner,35.03153069299218
2012,Music,Male,35-54,Returner,34.28616570000973
2013,Music,Male,35-54,Returner,27.39173554280049
2014,Music,Male,35-54,Returner,45.093253665058555
2015,Music,Male,35-54,Returner,38.331201254045425
2016,Music,Male,35-54,Returner,52.990898682025616
2017,Music,Male,35-54,Returner,45.088570390824266
2011,Others,Male,35-54,Returner,54.44343491203453
2012,Others,Male,35-54,Returner,73.41494334762456
2013,Others,Male,35-54,Returner,63.296569486278706
2014,Others,Male,35-54,Returner,87.0954718022537
2015,Others,Male,35-54,Returner,64.72332033659399
2016,Others,Male,35-54,Returner,61.79929016487395
2017,Others,Male,35-54,Returner,68.68041118741482
2011,Physical Education,Male,35-54,Returner,51.91221708285274
2012,Physical Education,Male,35-54,Returner,62.810652722526164
2013,Physical Education,Male,35-54,Returner,51.16102580042549
2014,Physical Education,Male,35-54,Returner,43.482265403710045
2015,Physical Education,Male,35-54,Returner,54.58746890675279
2016,Physical Education,Male,35-54,Returner,54.151279996269366
2017,Physical Education,Male,35-54,Returner,55.847599569556124
2011,Physics,Male,35-54,Returner,86.56720481911385
2012,Physics,Male,35-54,Returner,96.49528824940411
2013,Physics,Male,35-54,Returner,99.08101313261346
2014,Physics,Male,35-54,Returner,98.02468325521714
2015,Physics,Male,35-54,Returner,137.55108828223104
2016,Physics,Male,35-54,Returner,125.06402841814251
2017,Physics,Male,35-54,Returner,104.19265238515399
2011,Religious Education,Male,35-54,Returner,29.72463047610084
2012,Religious Education,Male,35-54,Returner,29.766305205656607
2013,Religious Education,Male,35-54,Returner,40.62566689061361
2014,Religious Education,Male,35-54,Returner,42.418711950408436
2015,Religious Education,Male,35-54,Returner,46.75885671874139
2016,Religious Education,Male,35-54,Returner,47.42395266918922
2017,Religious Education,Male,35-54,Returner,45.0712917060732
2011,Art & Design,Female,55 and over,Returner,9.783085145206286
2012,Art & Design,Female,55 and over,Returner,25.44055532394671
2013,Art & Design,Female,55 and over,Returner,19.36712026689923
2014,Art & Design,Female,55 and over,Returner,19.083887146716176
2015,Art & Design,Female,55 and over,Returner,16.080464172378036
2016,Art & Design,Female,55 and over,Returner,15.190376514895352
2017,Art & Design,Female,55 and over,Returner,11.140960022921378
2011,Biology,Female,55 and over,Returner,8.476124976372793
2012,Biology,Female,55 and over,Returner,20.54018603354086
2013,Biology,Female,55 and over,Returner,21.994792604529543
2014,Biology,Female,55 and over,Returner,33.67303490513198
2015,Biology,Female,55 and over,Returner,22.01028363210623
2016,Biology,Female,55 and over,Returner,32.86286280174496
2017,Biology,Female,55 and over,Returner,35.2027085884462
2011,Business Studies,Female,55 and over,Returner,10.097812556256278
2012,Business Studies,Female,55 and over,Returner,7.672731705970281
2013,Business Studies,Female,55 and over,Returner,2.1118283855762194
2014,Business Studies,Female,55 and over,Returner,12.979556585194713
2015,Business Studies,Female,55 and over,Returner,15.709930815094854
2016,Business Studies,Female,55 and over,Returner,20.161280554792143
2017,Business Studies,Female,55 and over,Returner,15.092253807891012
2011,Chemistry,Female,55 and over,Returner,11.701951887835333
2012,Chemistry,Female,55 and over,Returner,1.2465459463107942
2013,Chemistry,Female,55 and over,Returner,9.513038487552578
2014,Chemistry,Female,55 and over,Returner,20.293741800570444
2015,Chemistry,Female,55 and over,Returner,25.974674452651225
2016,Chemistry,Female,55 and over,Returner,14.28658326655176
2017,Chemistry,Female,55 and over,Returner,17.808253026071288
2011,Classics,Female,55 and over,Returner,0.3888889132945941
2012,Classics,Female,55 and over,Returner,3.8326274623069416
2013,Classics,Female,55 and over,Returner,11.35571058964844
2014,Classics,Female,55 and over,Returner,2.154036104466514
2015,Classics,Female,55 and over,Returner,4.0567731250450745
2016,Classics,Female,55 and over,Returner,0
2017,Classics,Female,55 and over,Returner,1.7996064770570075
2011,Computing,Female,55 and over,Returner,5.797254982326645
2012,Computing,Female,55 and over,Returner,16.866774050738
2013,Computing,Female,55 and over,Returner,12.699158944689684
2014,Computing,Female,55 and over,Returner,13.243677115067175
2015,Computing,Female,55 and over,Returner,12.43948525727355
2016,Computing,Female,55 and over,Returner,14.194606541712488
2017,Computing,Female,55 and over,Returner,4.3160149373428265
2011,Design & Technology,Female,55 and over,Returner,32.59354674796961
2012,Design & Technology,Female,55 and over,Returner,14.660738525623366
2013,Design & Technology,Female,55 and over,Returner,37.20865250838646
2014,Design & Technology,Female,55 and over,Returner,24.92858547839959
2015,Design & Technology,Female,55 and over,Returner,39.329798153357835
2016,Design & Technology,Female,55 and over,Returner,30.281294732948925
2017,Design & Technology,Female,55 and over,Returner,36.331653812767314
2011,Drama,Female,55 and over,Returner,6.013838228779862
2012,Drama,Female,55 and over,Returner,6.130905513447162
2013,Drama,Female,55 and over,Returner,15.546682653830864
2014,Drama,Female,55 and over,Returner,5.815223382890705
2015,Drama,Female,55 and over,Returner,8.956947842197309
2016,Drama,Female,55 and over,Returner,5.790140643805885
2017,Drama,Female,55 and over,Returner,7.173526210995021
2011,English,Female,55 and over,Returner,105.89632258738476
2012,English,Female,55 and over,Returner,100.7129886873799
2013,English,Female,55 and over,Returner,101.8998344604114
2014,English,Female,55 and over,Returner,111.13180411677877
2015,English,Female,55 and over,Returner,107.8561640250991
2016,English,Female,55 and over,Returner,75.43152082619662
2017,English,Female,55 and over,Returner,106.0323188670236
2011,Food,Female,55 and over,Returner,6.090870518291619
2012,Food,Female,55 and over,Returner,9.263928506901706
2013,Food,Female,55 and over,Returner,20.71052473563455
2014,Food,Female,55 and over,Returner,14.676368261665274
2015,Food,Female,55 and over,Returner,17.443234737601355
2016,Food,Female,55 and over,Returner,10.317694564104716
2017,Food,Female,55 and over,Returner,14.982832690423335
2011,Geography,Female,55 and over,Returner,10.145231167052618
2012,Geography,Female,55 and over,Returner,5.484998917533004
2013,Geography,Female,55 and over,Returner,20.866991777982108
2014,Geography,Female,55 and over,Returner,10.343557674495683
2015,Geography,Female,55 and over,Returner,19.336171943819927
2016,Geography,Female,55 and over,Returner,15.54606593781147
2017,Geography,Female,55 and over,Returner,5.046026993721453
2011,History,Female,55 and over,Returner,12.652662117190726
2012,History,Female,55 and over,Returner,0.13821676438690025
2013,History,Female,55 and over,Returner,15.156702717872808
2014,History,Female,55 and over,Returner,15.276370526341545
2015,History,Female,55 and over,Returner,13.216956210538672
2016,History,Female,55 and over,Returner,11.30848318840896
2017,History,Female,55 and over,Returner,3.0848633228349907
2011,Mathematics,Female,55 and over,Returner,58.1840083633912
2012,Mathematics,Female,55 and over,Returner,57.70688057361881
2013,Mathematics,Female,55 and over,Returner,70.6874161427475
2014,Mathematics,Female,55 and over,Returner,84.69369943512878
2015,Mathematics,Female,55 and over,Returner,56.059210121499376
2016,Mathematics,Female,55 and over,Returner,74.06069950829078
2017,Mathematics,Female,55 and over,Returner,64.78952790279867
2011,Modern Foreign Languages,Female,55 and over,Returner,25.649889963814825
2012,Modern Foreign Languages,Female,55 and over,Returner,51.42147032256446
2013,Modern Foreign Languages,Female,55 and over,Returner,38.22546121730352
2014,Modern Foreign Languages,Female,55 and over,Returner,53.74590329218909
2015,Modern Foreign Languages,Female,55 and over,Returner,62.38383812842996
2016,Modern Foreign Languages,Female,55 and over,Returner,41.932011279444986
2017,Modern Foreign Languages,Female,55 and over,Returner,49.77129193505855
2011,Music,Female,55 and over,Returner,4.10244414188753
2012,Music,Female,55 and over,Returner,19.088953063143943
2013,Music,Female,55 and over,Returner,5.053788266731406
2014,Music,Female,55 and over,Returner,11.976713283569506
2015,Music,Female,55 and over,Returner,6.892011927430122
2016,Music,Female,55 and over,Returner,6.3768648712537654
2017,Music,Female,55 and over,Returner,6.352872621709647
2011,Others,Female,55 and over,Returner,39.50933889706853
2012,Others,Female,55 and over,Returner,36.564075345755775
2013,Others,Female,55 and over,Returner,30.202234946563394
2014,Others,Female,55 and over,Returner,38.2132215507889
2015,Others,Female,55 and over,Returner,25.27891600023342
2016,Others,Female,55 and over,Returner,27.655688964390354
2017,Others,Female,55 and over,Returner,30.40408925560077
2011,Physical Education,Female,55 and over,Returner,11.814722982645964
2012,Physical Education,Female,55 and over,Returner,12.110719598052306
2013,Physical Education,Female,55 and over,Returner,14.876315854755724
2014,Physical Education,Female,55 and over,Returner,11.632788848541765
2015,Physical Education,Female,55 and over,Returner,8.391865669387101
2016,Physical Education,Female,55 and over,Returner,7.713480578610626
2017,Physical Education,Female,55 and over,Returner,8.757106485024297
2011,Physics,Female,55 and over,Returner,0.49373427987371526
2012,Physics,Female,55 and over,Returner,17.64862022686269
2013,Physics,Female,55 and over,Returner,8.738974236658894
2014,Physics,Female,55 and over,Returner,8.516868731335924
2015,Physics,Female,55 and over,Returner,35.70203400443103
2016,Physics,Female,55 and over,Returner,7.067899749224797
2017,Physics,Female,55 and over,Returner,17.80667689514385
2011,Religious Education,Female,55 and over,Returner,20.382728611481248
2012,Religious Education,Female,55 and over,Returner,14.937244875495452
2013,Religious Education,Female,55 and over,Returner,17.997843946883524
2014,Religious Education,Female,55 and over,Returner,20.38903049029966
2015,Religious Education,Female,55 and over,Returner,23.87417519599738
2016,Religious Education,Female,55 and over,Returner,21.58492056122172
2017,Religious Education,Female,55 and over,Returner,17.281965412288532
2011,Art & Design,Male,55 and over,Returner,23.31687430432153
2012,Art & Design,Male,55 and over,Returner,10.616158654497896
2013,Art & Design,Male,55 and over,Returner,4.644495494584944
2014,Art & Design,Male,55 and over,Returner,6.413391104505935
2015,Art & Design,Male,55 and over,Returner,11.252663743060232
2016,Art & Design,Male,55 and over,Returner,3.9507060375750314
2017,Art & Design,Male,55 and over,Returner,4.071279791035664
2011,Biology,Male,55 and over,Returner,10.061666586590517
2012,Biology,Male,55 and over,Returner,20.44209362133692
2013,Biology,Male,55 and over,Returner,25.141183829854096
2014,Biology,Male,55 and over,Returner,18.14890091245572
2015,Biology,Male,55 and over,Returner,20.56515852131667
2016,Biology,Male,55 and over,Returner,7.2158137564855185
2017,Biology,Male,55 and over,Returner,11.056443704414983
2011,Business Studies,Male,55 and over,Returner,8.558290225995119
2012,Business Studies,Male,55 and over,Returner,14.978750159032797
2013,Business Studies,Male,55 and over,Returner,18.29365443443497
2014,Business Studies,Male,55 and over,Returner,18.000994798306095
2015,Business Studies,Male,55 and over,Returner,9.785619358078325
2016,Business Studies,Male,55 and over,Returner,17.799677589646713
2017,Business Studies,Male,55 and over,Returner,13.011022157097486
2011,Chemistry,Male,55 and over,Returner,33.14296960376799
2012,Chemistry,Male,55 and over,Returner,42.503794547211754
2013,Chemistry,Male,55 and over,Returner,14.055911681292411
2014,Chemistry,Male,55 and over,Returner,30.568221158656314
2015,Chemistry,Male,55 and over,Returner,39.268516382199834
2016,Chemistry,Male,55 and over,Returner,51.70157523339402
2017,Chemistry,Male,55 and over,Returner,36.52285797142222
2011,Classics,Male,55 and over,Returner,0
2012,Classics,Male,55 and over,Returner,8.104493242693614
2013,Classics,Male,55 and over,Returner,1.143237661808103
2014,Classics,Male,55 and over,Returner,0
2015,Classics,Male,55 and over,Returner,2.2874600000185636
2016,Classics,Male,55 and over,Returner,1.4904992111015356
2017,Classics,Male,55 and over,Returner,0
2011,Computing,Male,55 and over,Returner,4.987475823066017
2012,Computing,Male,55 and over,Returner,16.713681410188467
2013,Computing,Male,55 and over,Returner,31.379302597277356
2014,Computing,Male,55 and over,Returner,29.19719317882301
2015,Computing,Male,55 and over,Returner,29.017350268152683
2016,Computing,Male,55 and over,Returner,29.85845597677854
2017,Computing,Male,55 and over,Returner,19.963029157176738
2011,Design & Technology,Male,55 and over,Returner,34.77760177618953
2012,Design & Technology,Male,55 and over,Returner,21.423559941097437
2013,Design & Technology,Male,55 and over,Returner,36.216672902163765
2014,Design & Technology,Male,55 and over,Returner,39.95310284573475
2015,Design & Technology,Male,55 and over,Returner,38.11086685607718
2016,Design & Technology,Male,55 and over,Returner,63.526948371310056
2017,Design & Technology,Male,55 and over,Returner,47.87821634224663
2011,Drama,Male,55 and over,Returner,9.497702151506637
2012,Drama,Male,55 and over,Returner,7.27412149902886
2013,Drama,Male,55 and over,Returner,2.2682377562749005
2014,Drama,Male,55 and over,Returner,2.41221177743346
2015,Drama,Male,55 and over,Returner,8.637230888035672
2016,Drama,Male,55 and over,Returner,7.495972655658396
2017,Drama,Male,55 and over,Returner,4.92464713559816
2011,English,Male,55 and over,Returner,40.25722903701321
2012,English,Male,55 and over,Returner,43.53540739484535
2013,English,Male,55 and over,Returner,50.61394257613803
2014,English,Male,55 and over,Returner,36.94329453070613
2015,English,Male,55 and over,Returner,47.318728665646006
2016,English,Male,55 and over,Returner,39.24634226341646
2017,English,Male,55 and over,Returner,32.25537811846583
2011,Food,Male,55 and over,Returner,0.9338705333020962
2012,Food,Male,55 and over,Returner,0.24068398613627834
2013,Food,Male,55 and over,Returner,0
2014,Food,Male,55 and over,Returner,2.6368760398036355
2015,Food,Male,55 and over,Returner,0.13116066257040412
2016,Food,Male,55 and over,Returner,2.715916003995991
2017,Food,Male,55 and over,Returner,1.0177420442365384
2011,Geography,Male,55 and over,Returner,10.356656400606642
2012,Geography,Male,55 and over,Returner,12.497789291438263
2013,Geography,Male,55 and over,Returner,18.929760859762787
2014,Geography,Male,55 and over,Returner,25.211709770171513
2015,Geography,Male,55 and over,Returner,18.416636180745037
2016,Geography,Male,55 and over,Returner,23.747937052378838
2017,Geography,Male,55 and over,Returner,30.399098502482225
2011,History,Male,55 and over,Returner,10.79307219103135
2012,History,Male,55 and over,Returner,16.978201938152218
2013,History,Male,55 and over,Returner,21.876855479320515
2014,History,Male,55 and over,Returner,15.968712917492319
2015,History,Male,55 and over,Returner,25.32445501059952
2016,History,Male,55 and over,Returner,18.727836028348513
2017,History,Male,55 and over,Returner,18.431480576492966
2011,Mathematics,Male,55 and over,Returner,97.05925404446492
2012,Mathematics,Male,55 and over,Returner,92.9721183759292
2013,Mathematics,Male,55 and over,Returner,90.00924956361443
2014,Mathematics,Male,55 and over,Returner,99.79607713745368
2015,Mathematics,Male,55 and over,Returner,101.78121281328752
2016,Mathematics,Male,55 and over,Returner,101.92888061460495
2017,Mathematics,Male,55 and over,Returner,118.74503807800357
2011,Modern Foreign Languages,Male,55 and over,Returner,11.6934316914523
2012,Modern Foreign Languages,Male,55 and over,Returner,16.050858941574646
2013,Modern Foreign Languages,Male,55 and over,Returner,11.106506610773987
2014,Modern Foreign Languages,Male,55 and over,Returner,18.88136121477573
2015,Modern Foreign Languages,Male,55 and over,Returner,14.204713660426506
2016,Modern Foreign Languages,Male,55 and over,Returner,9.099034772704995
2017,Modern Foreign Languages,Male,55 and over,Returner,19.906709467800557
2011,Music,Male,55 and over,Returner,5.261803324341896
2012,Music,Male,55 and over,Returner,6.373789689248774
2013,Music,Male,55 and over,Returner,8.350562602860114
2014,Music,Male,55 and over,Returner,14.568459682309568
2015,Music,Male,55 and over,Returner,8.637514821890294
2016,Music,Male,55 and over,Returner,8.622312229472993
2017,Music,Male,55 and over,Returner,7.917535265388093
2011,Others,Male,55 and over,Returner,21.047818557433857
2012,Others,Male,55 and over,Returner,18.127836740348844
2013,Others,Male,55 and over,Returner,15.183601649766027
2014,Others,Male,55 and over,Returner,18.43449261483755
2015,Others,Male,55 and over,Returner,11.987312711200179
2016,Others,Male,55 and over,Returner,27.549763954078102
2017,Others,Male,55 and over,Returner,11.863063989469058
2011,Physical Education,Male,55 and over,Returner,0
2012,Physical Education,Male,55 and over,Returner,4.329259385314768
2013,Physical Education,Male,55 and over,Returner,5.050151460086257
2014,Physical Education,Male,55 and over,Returner,8.270368656963996
2015,Physical Education,Male,55 and over,Returner,7.031554946965246
2016,Physical Education,Male,55 and over,Returner,3.4662698240580987
2017,Physical Education,Male,55 and over,Returner,3.251300177090054
2011,Physics,Male,55 and over,Returner,29.37367664053808
2012,Physics,Male,55 and over,Returner,20.742059874925662
2013,Physics,Male,55 and over,Returner,39.17021020071019
2014,Physics,Male,55 and over,Returner,54.307297786236816
2015,Physics,Male,55 and over,Returner,44.76448020078667
2016,Physics,Male,55 and over,Returner,26.575616281734973
