CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2016,Religious Education,Female,Less than 35,Wastage,224.46167878310496
2017,Religious Education,Female,Less than 35,Wastage,209.77723488124752
2011,Art & Design,Male,Less than 35,Wastage,49.80890337280971
2012,Art & Design,Male,Less than 35,Wastage,36.6334768453167
2013,Art & Design,Male,Less than 35,Wastage,40.244078766722836
2014,Art & Design,Male,Less than 35,Wastage,34.16358807323348
2015,Art & Design,Male,Less than 35,Wastage,45.444740493776116
2016,Art & Design,Male,Less than 35,Wastage,42.42881690000968
2017,Art & Design,Male,Less than 35,Wastage,36.63885048221648
2011,Biology,Male,Less than 35,Wastage,113.08043687537045
2012,Biology,Male,Less than 35,Wastage,124.12300939358482
2013,Biology,Male,Less than 35,Wastage,126.2674555895089
2014,Biology,Male,Less than 35,Wastage,158.08939536221965
2015,Biology,Male,Less than 35,Wastage,122.52699274800042
2016,Biology,Male,Less than 35,Wastage,149.73851496850793
2017,Biology,Male,Less than 35,Wastage,164.90019514626493
2011,Business Studies,Male,Less than 35,Wastage,75.52419714642099
2012,Business Studies,Male,Less than 35,Wastage,65.4305428722398
2013,Business Studies,Male,Less than 35,Wastage,85.97106826710198
2014,Business Studies,Male,Less than 35,Wastage,98.55090930768571
2015,Business Studies,Male,Less than 35,Wastage,82.88532344972629
2016,Business Studies,Male,Less than 35,Wastage,73.63469502286435
2017,Business Studies,Male,Less than 35,Wastage,79.47340121170546
2011,Chemistry,Male,Less than 35,Wastage,109.28284221265436
2012,Chemistry,Male,Less than 35,Wastage,111.97235139881965
2013,Chemistry,Male,Less than 35,Wastage,129.9757057163618
2014,Chemistry,Male,Less than 35,Wastage,145.97464023140827
2015,Chemistry,Male,Less than 35,Wastage,131.28932071745808
2016,Chemistry,Male,Less than 35,Wastage,176.99108750419938
2017,Chemistry,Male,Less than 35,Wastage,179.44692140007982
2011,Classics,Male,Less than 35,Wastage,1.6222852654938524
2012,Classics,Male,Less than 35,Wastage,3.9335189216601707
2013,Classics,Male,Less than 35,Wastage,0.4776346707815935
2014,Classics,Male,Less than 35,Wastage,2.5570608443250618
2015,Classics,Male,Less than 35,Wastage,2.0635195063882836
2016,Classics,Male,Less than 35,Wastage,3.24809792920781
2017,Classics,Male,Less than 35,Wastage,5.594579040423984
2011,Computing,Male,Less than 35,Wastage,161.96834005570324
2012,Computing,Male,Less than 35,Wastage,152.25170601568246
2013,Computing,Male,Less than 35,Wastage,171.53372687243981
2014,Computing,Male,Less than 35,Wastage,156.52338867504722
2015,Computing,Male,Less than 35,Wastage,162.3633996357674
2016,Computing,Male,Less than 35,Wastage,155.0870063127656
2017,Computing,Male,Less than 35,Wastage,155.3762015093287
2011,Design & Technology,Male,Less than 35,Wastage,92.92484463562862
2012,Design & Technology,Male,Less than 35,Wastage,105.79856474154357
2013,Design & Technology,Male,Less than 35,Wastage,88.58273753606846
2014,Design & Technology,Male,Less than 35,Wastage,114.004577022836
2015,Design & Technology,Male,Less than 35,Wastage,125.44654498777952
2016,Design & Technology,Male,Less than 35,Wastage,114.93355930627592
2017,Design & Technology,Male,Less than 35,Wastage,98.1041697186152
2011,Drama,Male,Less than 35,Wastage,41.625280127815586
2012,Drama,Male,Less than 35,Wastage,34.55914226927818
2013,Drama,Male,Less than 35,Wastage,40.82389212097108
2014,Drama,Male,Less than 35,Wastage,43.831467232200964
2015,Drama,Male,Less than 35,Wastage,43.75639779052174
2016,Drama,Male,Less than 35,Wastage,47.58591386277792
2017,Drama,Male,Less than 35,Wastage,36.50750673963017
2011,English,Male,Less than 35,Wastage,186.54458776910008
2012,English,Male,Less than 35,Wastage,182.8307489717565
2013,English,Male,Less than 35,Wastage,215.7882233245948
2014,English,Male,Less than 35,Wastage,237.4339250200678
2015,English,Male,Less than 35,Wastage,238.6300259287842
2016,English,Male,Less than 35,Wastage,255.22564693097237
2017,English,Male,Less than 35,Wastage,255.01047999543164
2011,Food,Male,Less than 35,Wastage,4.092956654822579
2012,Food,Male,Less than 35,Wastage,3.755777524040038
2013,Food,Male,Less than 35,Wastage,3.55675892891546
2014,Food,Male,Less than 35,Wastage,8.621450378147259
2015,Food,Male,Less than 35,Wastage,8.177249021542732
2016,Food,Male,Less than 35,Wastage,5.129094644385847
2017,Food,Male,Less than 35,Wastage,6.861456336141234
2011,Geography,Male,Less than 35,Wastage,108.85513904933622
2012,Geography,Male,Less than 35,Wastage,88.01455464434454
2013,Geography,Male,Less than 35,Wastage,124.79916450861997
2014,Geography,Male,Less than 35,Wastage,116.3905948375575
2015,Geography,Male,Less than 35,Wastage,132.6365060522246
2016,Geography,Male,Less than 35,Wastage,172.81818609625753
2017,Geography,Male,Less than 35,Wastage,180.9271503386442
2011,History,Male,Less than 35,Wastage,109.0304375311886
2012,History,Male,Less than 35,Wastage,111.07244418527577
2013,History,Male,Less than 35,Wastage,130.74902643556314
2014,History,Male,Less than 35,Wastage,151.86178478571978
2015,History,Male,Less than 35,Wastage,169.7138451418593
2016,History,Male,Less than 35,Wastage,159.6687977509353
2017,History,Male,Less than 35,Wastage,176.42017887710887
2011,Mathematics,Male,Less than 35,Wastage,357.16594907887696
2012,Mathematics,Male,Less than 35,Wastage,364.48204865647483
2013,Mathematics,Male,Less than 35,Wastage,412.5171436672372
2014,Mathematics,Male,Less than 35,Wastage,480.21661006888087
2015,Mathematics,Male,Less than 35,Wastage,517.4867903686747
2016,Mathematics,Male,Less than 35,Wastage,536.9768648449228
2017,Mathematics,Male,Less than 35,Wastage,552.9128819900528
2011,Modern Foreign Languages,Male,Less than 35,Wastage,85.27702569808321
2012,Modern Foreign Languages,Male,Less than 35,Wastage,102.56498132273143
2013,Modern Foreign Languages,Male,Less than 35,Wastage,108.65229488244952
2014,Modern Foreign Languages,Male,Less than 35,Wastage,104.43249695174359
2015,Modern Foreign Languages,Male,Less than 35,Wastage,119.22602858431719
2016,Modern Foreign Languages,Male,Less than 35,Wastage,119.70425683799421
2017,Modern Foreign Languages,Male,Less than 35,Wastage,114.45543631805211
2011,Music,Male,Less than 35,Wastage,100.4131576963922
2012,Music,Male,Less than 35,Wastage,65.7680065284647
2013,Music,Male,Less than 35,Wastage,72.9923250376075
2014,Music,Male,Less than 35,Wastage,77.5235173046112
2015,Music,Male,Less than 35,Wastage,91.85182492205809
2016,Music,Male,Less than 35,Wastage,119.99216585528598
2017,Music,Male,Less than 35,Wastage,99.55556688786243
2011,Others,Male,Less than 35,Wastage,137.64614929714512
2012,Others,Male,Less than 35,Wastage,132.9005351859367
2013,Others,Male,Less than 35,Wastage,120.97107394003604
2014,Others,Male,Less than 35,Wastage,129.8223640312509
2015,Others,Male,Less than 35,Wastage,146.25803388915088
2016,Others,Male,Less than 35,Wastage,121.06850836171395
2017,Others,Male,Less than 35,Wastage,115.67785467884431
2011,Physical Education,Male,Less than 35,Wastage,275.4694605726171
2012,Physical Education,Male,Less than 35,Wastage,220.31178815519985
2013,Physical Education,Male,Less than 35,Wastage,239.47385204467986
2014,Physical Education,Male,Less than 35,Wastage,255.93164295821737
2015,Physical Education,Male,Less than 35,Wastage,260.16408707528103
2016,Physical Education,Male,Less than 35,Wastage,269.9406077019982
2017,Physical Education,Male,Less than 35,Wastage,267.02552908074983
2011,Physics,Male,Less than 35,Wastage,221.8333891406594
2012,Physics,Male,Less than 35,Wastage,203.5260800687782
2013,Physics,Male,Less than 35,Wastage,199.15054626641916
2014,Physics,Male,Less than 35,Wastage,191.58393089865055
2015,Physics,Male,Less than 35,Wastage,319.64415088679135
2016,Physics,Male,Less than 35,Wastage,267.97823925474614
2017,Physics,Male,Less than 35,Wastage,278.45044693289464
2011,Religious Education,Male,Less than 35,Wastage,73.22493061572277
2012,Religious Education,Male,Less than 35,Wastage,56.45468788807559
2013,Religious Education,Male,Less than 35,Wastage,54.938288239259876
2014,Religious Education,Male,Less than 35,Wastage,75.1176290378144
2015,Religious Education,Male,Less than 35,Wastage,75.18647813817977
2016,Religious Education,Male,Less than 35,Wastage,67.22696708825373
2017,Religious Education,Male,Less than 35,Wastage,93.45373837947986
2011,Art & Design,Female,35-54,Deceased,0
2012,Art & Design,Female,35-54,Deceased,0
2013,Art & Design,Female,35-54,Deceased,0
2014,Art & Design,Female,35-54,Deceased,1.2519084225244286
2015,Art & Design,Female,35-54,Deceased,3.0956867647739017
2016,Art & Design,Female,35-54,Deceased,0
2017,Art & Design,Female,35-54,Deceased,0
2011,Biology,Female,35-54,Deceased,0
2012,Biology,Female,35-54,Deceased,3.5708927669048425
2013,Biology,Female,35-54,Deceased,14.86638193046266
2014,Biology,Female,35-54,Deceased,0
2015,Biology,Female,35-54,Deceased,2.7176793865489692
2016,Biology,Female,35-54,Deceased,1.3012213587132917
2017,Biology,Female,35-54,Deceased,0
2011,Business Studies,Female,35-54,Deceased,0.2013315364623883
2012,Business Studies,Female,35-54,Deceased,0.6378946423301622
2013,Business Studies,Female,35-54,Deceased,0.315565194166997
2014,Business Studies,Female,35-54,Deceased,0
2015,Business Studies,Female,35-54,Deceased,0.2064012351460695
2016,Business Studies,Female,35-54,Deceased,0
2017,Business Studies,Female,35-54,Deceased,1.09248258264674
2011,Chemistry,Female,35-54,Deceased,0
2012,Chemistry,Female,35-54,Deceased,0
2013,Chemistry,Female,35-54,Deceased,0
2014,Chemistry,Female,35-54,Deceased,0
2015,Chemistry,Female,35-54,Deceased,6.967554877185618
2016,Chemistry,Female,35-54,Deceased,0.5004657234796712
2017,Chemistry,Female,35-54,Deceased,0
2011,Classics,Female,35-54,Deceased,0
2012,Classics,Female,35-54,Deceased,0
2013,Classics,Female,35-54,Deceased,0
2014,Classics,Female,35-54,Deceased,0
2015,Classics,Female,35-54,Deceased,0
2016,Classics,Female,35-54,Deceased,1.7378495969937553
2017,Classics,Female,35-54,Deceased,0
2011,Computing,Female,35-54,Deceased,1.631788161820306
2012,Computing,Female,35-54,Deceased,0.910581246321767
2013,Computing,Female,35-54,Deceased,2.091322636466581
2014,Computing,Female,35-54,Deceased,0
2015,Computing,Female,35-54,Deceased,1.5464754964553702
2016,Computing,Female,35-54,Deceased,0
2017,Computing,Female,35-54,Deceased,0
2011,Design & Technology,Female,35-54,Deceased,2.098070947375732
2012,Design & Technology,Female,35-54,Deceased,2.6186469281621028
2013,Design & Technology,Female,35-54,Deceased,1.4506743629246404
2014,Design & Technology,Female,35-54,Deceased,0
2015,Design & Technology,Female,35-54,Deceased,3.2717563244514354
2016,Design & Technology,Female,35-54,Deceased,1.8863534517897607
2017,Design & Technology,Female,35-54,Deceased,1.1996602273589922
2011,Drama,Female,35-54,Deceased,0
2012,Drama,Female,35-54,Deceased,0.8185685633009407
2013,Drama,Female,35-54,Deceased,0.4835532853936704
2014,Drama,Female,35-54,Deceased,0.09672193805451111
2015,Drama,Female,35-54,Deceased,0
2016,Drama,Female,35-54,Deceased,1.5523020843016215
2017,Drama,Female,35-54,Deceased,0
2011,English,Female,35-54,Deceased,9.957459793568653
2012,English,Female,35-54,Deceased,9.809273238904847
2013,English,Female,35-54,Deceased,3.4070648628863975
2014,English,Female,35-54,Deceased,1.5981631924582924
2015,English,Female,35-54,Deceased,1.572285169241787
2016,English,Female,35-54,Deceased,5.585231452055259
2017,English,Female,35-54,Deceased,0
2011,Food,Female,35-54,Deceased,2.098070947375732
2012,Food,Female,35-54,Deceased,0.4926940582512709
2013,Food,Female,35-54,Deceased,0
2014,Food,Female,35-54,Deceased,0
2015,Food,Female,35-54,Deceased,1.371325554980996
2016,Food,Female,35-54,Deceased,2.8856312334100376
2017,Food,Female,35-54,Deceased,0
2011,Geography,Female,35-54,Deceased,0
2012,Geography,Female,35-54,Deceased,0
2013,Geography,Female,35-54,Deceased,0
2014,Geography,Female,35-54,Deceased,0
2015,Geography,Female,35-54,Deceased,0
2016,Geography,Female,35-54,Deceased,0
2017,Geography,Female,35-54,Deceased,6.721194275322421
2011,History,Female,35-54,Deceased,0
2012,History,Female,35-54,Deceased,0
2013,History,Female,35-54,Deceased,0
2014,History,Female,35-54,Deceased,0
2015,History,Female,35-54,Deceased,0
2016,History,Female,35-54,Deceased,0
2017,History,Female,35-54,Deceased,0
2011,Mathematics,Female,35-54,Deceased,7.040297639100359
2012,Mathematics,Female,35-54,Deceased,4.106489647750608
2013,Mathematics,Female,35-54,Deceased,1.4506743629246404
2014,Mathematics,Female,35-54,Deceased,1.2519084225244286
2015,Mathematics,Female,35-54,Deceased,5.631885239137152
2016,Mathematics,Female,35-54,Deceased,5.439299610762491
2017,Mathematics,Female,35-54,Deceased,2.6127941489802184
2011,Modern Foreign Languages,Female,35-54,Deceased,1.8331196982826943
2012,Modern Foreign Languages,Female,35-54,Deceased,3.4266218611505153
2013,Modern Foreign Languages,Female,35-54,Deceased,1.8549537338652395
2014,Modern Foreign Languages,Female,35-54,Deceased,9.492942356545573
2015,Modern Foreign Languages,Female,35-54,Deceased,3.978465449124915
2016,Modern Foreign Languages,Female,35-54,Deceased,9.123935161169081
2017,Modern Foreign Languages,Female,35-54,Deceased,2.943507757212215
2011,Music,Female,35-54,Deceased,1.8331196982826943
2012,Music,Female,35-54,Deceased,0
2013,Music,Female,35-54,Deceased,0
2014,Music,Female,35-54,Deceased,0
2015,Music,Female,35-54,Deceased,0
2016,Music,Female,35-54,Deceased,0
2017,Music,Female,35-54,Deceased,0.8797468345291698
2011,Others,Female,35-54,Deceased,0.2939817011462876
2012,Others,Female,35-54,Deceased,4.6565209866235975
2013,Others,Female,35-54,Deceased,2.8139230999505953
2014,Others,Female,35-54,Deceased,1.1325715127950042
2015,Others,Female,35-54,Deceased,6.346018598721764
2016,Others,Female,35-54,Deceased,2.878639750038147
2017,Others,Female,35-54,Deceased,0.4457263191490809
2011,Physical Education,Female,35-54,Deceased,2.098070947375732
2012,Physical Education,Female,35-54,Deceased,4.7863574343507
2013,Physical Education,Female,35-54,Deceased,0.8462218761248305
2014,Physical Education,Female,35-54,Deceased,0
2015,Physical Education,Female,35-54,Deceased,1.572285169241787
2016,Physical Education,Female,35-54,Deceased,0
2017,Physical Education,Female,35-54,Deceased,5.820785226116228
2011,Physics,Female,35-54,Deceased,0
2012,Physics,Female,35-54,Deceased,0
2013,Physics,Female,35-54,Deceased,0
2014,Physics,Female,35-54,Deceased,0
2015,Physics,Female,35-54,Deceased,1.2441104599979822
2016,Physics,Female,35-54,Deceased,0
2017,Physics,Female,35-54,Deceased,8.305829327638238
2011,Religious Education,Female,35-54,Deceased,3.663246951441456
2012,Religious Education,Female,35-54,Deceased,0
2013,Religious Education,Female,35-54,Deceased,1.6988023261385379
2014,Religious Education,Female,35-54,Deceased,1.8778626337866429
2015,Religious Education,Female,35-54,Deceased,1.4089561858609503
2016,Religious Education,Female,35-54,Deceased,0.19815851080270022
2017,Religious Education,Female,35-54,Deceased,1.9380599999186017
2011,Art & Design,Male,35-54,Deceased,0
2012,Art & Design,Male,35-54,Deceased,0.27073988568630986
2013,Art & Design,Male,35-54,Deceased,0
2014,Art & Design,Male,35-54,Deceased,0
2015,Art & Design,Male,35-54,Deceased,0.09144591168223176
2016,Art & Design,Male,35-54,Deceased,0.45229341323214783
2017,Art & Design,Male,35-54,Deceased,1.2590997948866045
2011,Biology,Male,35-54,Deceased,2.756435688756156
2012,Biology,Male,35-54,Deceased,0
2013,Biology,Male,35-54,Deceased,0
2014,Biology,Male,35-54,Deceased,0
2015,Biology,Male,35-54,Deceased,4.475470010505029
2016,Biology,Male,35-54,Deceased,3.336812857567832
2017,Biology,Male,35-54,Deceased,0
2011,Business Studies,Male,35-54,Deceased,0
2012,Business Studies,Male,35-54,Deceased,3.7846955712985295
2013,Business Studies,Male,35-54,Deceased,3.6346943025469414
2014,Business Studies,Male,35-54,Deceased,0
2015,Business Studies,Male,35-54,Deceased,1.1773646412029324
2016,Business Studies,Male,35-54,Deceased,0
2017,Business Studies,Male,35-54,Deceased,0.3554352903720605
2011,Chemistry,Male,35-54,Deceased,0.9673464415365887
2012,Chemistry,Male,35-54,Deceased,0
2013,Chemistry,Male,35-54,Deceased,0
2014,Chemistry,Male,35-54,Deceased,7.125627846708306
2015,Chemistry,Male,35-54,Deceased,0
2016,Chemistry,Male,35-54,Deceased,4.8925332419687555
2017,Chemistry,Male,35-54,Deceased,0
2011,Classics,Male,35-54,Deceased,0
2012,Classics,Male,35-54,Deceased,0
2013,Classics,Male,35-54,Deceased,0
2014,Classics,Male,35-54,Deceased,0
2015,Classics,Male,35-54,Deceased,0
2016,Classics,Male,35-54,Deceased,0
2017,Classics,Male,35-54,Deceased,0
2011,Computing,Male,35-54,Deceased,1.574870211811296
2012,Computing,Male,35-54,Deceased,3.1854828250489966
2013,Computing,Male,35-54,Deceased,0.4169896480582104
2014,Computing,Male,35-54,Deceased,6.727673168295516
2015,Computing,Male,35-54,Deceased,1.1439929781235518
2016,Computing,Male,35-54,Deceased,1.7253026414112025
2017,Computing,Male,35-54,Deceased,1.3062873127378711
2011,Design & Technology,Male,35-54,Deceased,3.9458075649850017
2012,Design & Technology,Male,35-54,Deceased,2.1803213852111876
2013,Design & Technology,Male,35-54,Deceased,3.408816960051292
2014,Design & Technology,Male,35-54,Deceased,1.9000491822086618
2015,Design & Technology,Male,35-54,Deceased,2.449043507545541
2016,Design & Technology,Male,35-54,Deceased,0
2017,Design & Technology,Male,35-54,Deceased,2.679420635534199
2011,Drama,Male,35-54,Deceased,0
2012,Drama,Male,35-54,Deceased,0.7505887141788408
2013,Drama,Male,35-54,Deceased,1.3878831270695617
2014,Drama,Male,35-54,Deceased,0
2015,Drama,Male,35-54,Deceased,2.2105292932726153
2016,Drama,Male,35-54,Deceased,0
2017,Drama,Male,35-54,Deceased,0
2011,English,Male,35-54,Deceased,0
2012,English,Male,35-54,Deceased,2.0693505028850874
2013,English,Male,35-54,Deceased,1.030352170609476
2014,English,Male,35-54,Deceased,2.8300078350686206
2015,English,Male,35-54,Deceased,1.4617298805232344
2016,English,Male,35-54,Deceased,1.8546506099029751
2017,English,Male,35-54,Deceased,0
2011,Food,Male,35-54,Deceased,0
2012,Food,Male,35-54,Deceased,0
2013,Food,Male,35-54,Deceased,0
2014,Food,Male,35-54,Deceased,1.375461914067196
2015,Food,Male,35-54,Deceased,0
2016,Food,Male,35-54,Deceased,0
2017,Food,Male,35-54,Deceased,0
2011,Geography,Male,35-54,Deceased,0
2012,Geography,Male,35-54,Deceased,0
2013,Geography,Male,35-54,Deceased,0
2014,Geography,Male,35-54,Deceased,0
2015,Geography,Male,35-54,Deceased,0
2016,Geography,Male,35-54,Deceased,0
2017,Geography,Male,35-54,Deceased,1.04550491796355
2011,History,Male,35-54,Deceased,0
2012,History,Male,35-54,Deceased,0
2013,History,Male,35-54,Deceased,0
2014,History,Male,35-54,Deceased,0
2015,History,Male,35-54,Deceased,0
2016,History,Male,35-54,Deceased,0
2017,History,Male,35-54,Deceased,1.04550491796355
2011,Mathematics,Male,35-54,Deceased,11.634922754452457
2012,Mathematics,Male,35-54,Deceased,5.372679112627473
2013,Mathematics,Male,35-54,Deceased,1.123592155613467
2014,Mathematics,Male,35-54,Deceased,4.730456052496985
2015,Mathematics,Male,35-54,Deceased,4.347369622646111
2016,Mathematics,Male,35-54,Deceased,2.7223753686397902
2017,Mathematics,Male,35-54,Deceased,1.3738667411905185
2011,Modern Foreign Languages,Male,35-54,Deceased,0
2012,Modern Foreign Languages,Male,35-54,Deceased,0
2013,Modern Foreign Languages,Male,35-54,Deceased,0
2014,Modern Foreign Languages,Male,35-54,Deceased,1.4558549572989958
2015,Modern Foreign Languages,Male,35-54,Deceased,3.7901885153144192
2016,Modern Foreign Languages,Male,35-54,Deceased,1.491860076499763
2017,Modern Foreign Languages,Male,35-54,Deceased,0
2011,Music,Male,35-54,Deceased,0
2012,Music,Male,35-54,Deceased,0
2013,Music,Male,35-54,Deceased,0.15613947306934237
2014,Music,Male,35-54,Deceased,3.9685511694742575
2015,Music,Male,35-54,Deceased,0
2016,Music,Male,35-54,Deceased,1.0115844479495708
2017,Music,Male,35-54,Deceased,1.4203208406475947
2011,Others,Male,35-54,Deceased,0.3359579229671907
2012,Others,Male,35-54,Deceased,3.8123276731943867
2013,Others,Male,35-54,Deceased,1.8170332144503933
2014,Others,Male,35-54,Deceased,0.9139699023089946
2015,Others,Male,35-54,Deceased,3.3776926898126938
2016,Others,Male,35-54,Deceased,1.4870870963400045
2017,Others,Male,35-54,Deceased,0.7849308306793511
2011,Physical Education,Male,35-54,Deceased,0
2012,Physical Education,Male,35-54,Deceased,3.8721117792252997
2013,Physical Education,Male,35-54,Deceased,3.945950376907163
2014,Physical Education,Male,35-54,Deceased,5.1472057458193285
2015,Physical Education,Male,35-54,Deceased,0
2016,Physical Education,Male,35-54,Deceased,0
2017,Physical Education,Male,35-54,Deceased,0
2011,Physics,Male,35-54,Deceased,3.6161199645729627
2012,Physics,Male,35-54,Deceased,0
2013,Physics,Male,35-54,Deceased,0
2014,Physics,Male,35-54,Deceased,5.967753911101655
2015,Physics,Male,35-54,Deceased,0
2016,Physics,Male,35-54,Deceased,4.258428108623896
2017,Physics,Male,35-54,Deceased,0
2011,Religious Education,Male,35-54,Deceased,0
2012,Religious Education,Male,35-54,Deceased,1.5519459969552316
2013,Religious Education,Male,35-54,Deceased,0
2014,Religious Education,Male,35-54,Deceased,1.3155677371832
2015,Religious Education,Male,35-54,Deceased,2.8614516114316313
2016,Religious Education,Male,35-54,Deceased,0
2017,Religious Education,Male,35-54,Deceased,0.5002025755146013
2011,Art & Design,Female,55 and over,Deceased,2.651815903374128
2012,Art & Design,Female,55 and over,Deceased,0.03556760868563431
2013,Art & Design,Female,55 and over,Deceased,1.7787413103375727
2014,Art & Design,Female,55 and over,Deceased,1.584932277756861
2015,Art & Design,Female,55 and over,Deceased,3.394847253538761
2016,Art & Design,Female,55 and over,Deceased,0
2017,Art & Design,Female,55 and over,Deceased,0
2011,Biology,Female,55 and over,Deceased,0
2012,Biology,Female,55 and over,Deceased,3.2079469764577464
2013,Biology,Female,55 and over,Deceased,0
2014,Biology,Female,55 and over,Deceased,0
2015,Biology,Female,55 and over,Deceased,2.4249467117550068
2016,Biology,Female,55 and over,Deceased,0
2017,Biology,Female,55 and over,Deceased,0
2011,Business Studies,Female,55 and over,Deceased,0
2012,Business Studies,Female,55 and over,Deceased,1.4093647769217992
2013,Business Studies,Female,55 and over,Deceased,0
2014,Business Studies,Female,55 and over,Deceased,0
2015,Business Studies,Female,55 and over,Deceased,0
2016,Business Studies,Female,55 and over,Deceased,1.3190903795896127
2017,Business Studies,Female,55 and over,Deceased,0
2011,Chemistry,Female,55 and over,Deceased,0
2012,Chemistry,Female,55 and over,Deceased,4.89240045212406
2013,Chemistry,Female,55 and over,Deceased,0
2014,Chemistry,Female,55 and over,Deceased,0
2015,Chemistry,Female,55 and over,Deceased,0
2016,Chemistry,Female,55 and over,Deceased,0
2017,Chemistry,Female,55 and over,Deceased,0
2011,Classics,Female,55 and over,Deceased,0
2012,Classics,Female,55 and over,Deceased,0
2013,Classics,Female,55 and over,Deceased,0
2014,Classics,Female,55 and over,Deceased,0
2015,Classics,Female,55 and over,Deceased,0
2016,Classics,Female,55 and over,Deceased,0
2017,Classics,Female,55 and over,Deceased,2.442087631941384
2011,Computing,Female,55 and over,Deceased,0
2012,Computing,Female,55 and over,Deceased,0.10333702299472432
2013,Computing,Female,55 and over,Deceased,2.8561037140447407
2014,Computing,Female,55 and over,Deceased,0
2015,Computing,Female,55 and over,Deceased,0
2016,Computing,Female,55 and over,Deceased,0
2017,Computing,Female,55 and over,Deceased,0
2011,Design & Technology,Female,55 and over,Deceased,2.521850405949762
2012,Design & Technology,Female,55 and over,Deceased,0
2013,Design & Technology,Female,55 and over,Deceased,4.690129966193091
2014,Design & Technology,Female,55 and over,Deceased,0
2015,Design & Technology,Female,55 and over,Deceased,0
2016,Design & Technology,Female,55 and over,Deceased,1.8226108329182473
2017,Design & Technology,Female,55 and over,Deceased,3.146533566898655
2011,Drama,Female,55 and over,Deceased,0
2012,Drama,Female,55 and over,Deceased,0
2013,Drama,Female,55 and over,Deceased,0
2014,Drama,Female,55 and over,Deceased,0
2015,Drama,Female,55 and over,Deceased,2.1648374511331885
2016,Drama,Female,55 and over,Deceased,0
2017,Drama,Female,55 and over,Deceased,0
2011,English,Female,55 and over,Deceased,4.471810194177859
2012,English,Female,55 and over,Deceased,3.2550320059811595
2013,English,Female,55 and over,Deceased,0
2014,English,Female,55 and over,Deceased,4.675138921422415
2015,English,Female,55 and over,Deceased,2.2385939159236647
2016,English,Female,55 and over,Deceased,1.57085060625393
2017,English,Female,55 and over,Deceased,0
2011,Food,Female,55 and over,Deceased,0
2012,Food,Female,55 and over,Deceased,0
2013,Food,Female,55 and over,Deceased,0
2014,Food,Female,55 and over,Deceased,0.1327856262304698
2015,Food,Female,55 and over,Deceased,0.049578130231318664
2016,Food,Female,55 and over,Deceased,0
2017,Food,Female,55 and over,Deceased,0
2011,Geography,Female,55 and over,Deceased,0
2012,Geography,Female,55 and over,Deceased,9.002217540059709
2013,Geography,Female,55 and over,Deceased,0
2014,Geography,Female,55 and over,Deceased,0
2015,Geography,Female,55 and over,Deceased,0
2016,Geography,Female,55 and over,Deceased,0
2017,Geography,Female,55 and over,Deceased,0
2011,History,Female,55 and over,Deceased,0
2012,History,Female,55 and over,Deceased,0
2013,History,Female,55 and over,Deceased,0
2014,History,Female,55 and over,Deceased,0
2015,History,Female,55 and over,Deceased,0
2016,History,Female,55 and over,Deceased,0
2017,History,Female,55 and over,Deceased,0
2011,Mathematics,Female,55 and over,Deceased,3.70890697269256
2012,Mathematics,Female,55 and over,Deceased,3.047942614503186
2013,Mathematics,Female,55 and over,Deceased,2.8561037140447407
2014,Mathematics,Female,55 and over,Deceased,1.584932277756861
2015,Mathematics,Female,55 and over,Deceased,4.896777570391298
2016,Mathematics,Female,55 and over,Deceased,1.0609281530500143
2017,Mathematics,Female,55 and over,Deceased,0
2011,Modern Foreign Languages,Female,55 and over,Deceased,7.234734713182117
2012,Modern Foreign Languages,Female,55 and over,Deceased,2.74759433647233
2013,Modern Foreign Languages,Female,55 and over,Deceased,3.765417591651473
2014,Modern Foreign Languages,Female,55 and over,Deceased,3.169412308180113
2015,Modern Foreign Languages,Female,55 and over,Deceased,0
2016,Modern Foreign Languages,Female,55 and over,Deceased,0
2017,Modern Foreign Languages,Female,55 and over,Deceased,0
2011,Music,Female,55 and over,Deceased,0
2012,Music,Female,55 and over,Deceased,0
2013,Music,Female,55 and over,Deceased,0
2014,Music,Female,55 and over,Deceased,0
2015,Music,Female,55 and over,Deceased,0
2016,Music,Female,55 and over,Deceased,0
2017,Music,Female,55 and over,Deceased,0
2011,Others,Female,55 and over,Deceased,0.9617871099947625
2012,Others,Female,55 and over,Deceased,0.4281406811427466
2013,Others,Female,55 and over,Deceased,1.0176794124956436
2014,Others,Female,55 and over,Deceased,6.704869103748574
2015,Others,Female,55 and over,Deceased,2.951079180435635
2016,Others,Female,55 and over,Deceased,0.15084878371856492
2017,Others,Female,55 and over,Deceased,0.7044459349572708
2011,Physical Education,Female,55 and over,Deceased,0
2012,Physical Education,Female,55 and over,Deceased,2.132073256355182
2013,Physical Education,Female,55 and over,Deceased,0
2014,Physical Education,Female,55 and over,Deceased,0
2015,Physical Education,Female,55 and over,Deceased,0
2016,Physical Education,Female,55 and over,Deceased,1.57085060625393
2017,Physical Education,Female,55 and over,Deceased,0
2011,Physics,Female,55 and over,Deceased,0
2012,Physics,Female,55 and over,Deceased,0.2574870357952893
2013,Physics,Female,55 and over,Deceased,0
2014,Physics,Female,55 and over,Deceased,0
2015,Physics,Female,55 and over,Deceased,0
2016,Physics,Female,55 and over,Deceased,0
2017,Physics,Female,55 and over,Deceased,0
2011,Religious Education,Female,55 and over,Deceased,0
